id,name,aura,cl,slot,price,weight,description,requirements,full_text,aura_strength,weight_value,price_value,is_intelligent_item
4205,Chelish Crux,moderate conjuration,9,none,"2,000 gp",5 lbs.,"A Chelish Crux is a cunning puzzle box that, when closed, contains an interior space far larger than its exterior would suggest. A Chelish Crux appears to be a 6-inch-diameter wooden-and-metal dodecahedron (similar in shape to a d12). Each of the crux's 12 surfaces is carved with a different shape or rune, and when an observer looks at the item, she has the unsettling sensation that too many sides can be seen at once. Shaking or rolling the box reveals that it is hollow, as objects within rattle and shift (though no amount of shaking can damage the objects within).  In order to open a Chelish Crux, a person must trace the outlines of these runes and images with the tip of a finger in the proper order. Each time one is traced in the correct order, it glows with a soft red light, but whenever one is  traced out of order, the runes flash brightly; this burns the person attempting to open the crux and causes all faces to deactivate, forcing the opening process to start anew. Failure to open a crux eight times in a row causes the box to randomly establish a new activation order.  A character can attempt a DC 35 Disable Device check or a DC 25 Intelligence check to try to open the puzzle box. Each attempt takes 1 minute, and the check can be retried with a cumulative +1 bonus on the roll, to a maximum bonus of +7, after which the crux resets its order (at this point, the bonus reverts to +0 and the character must start anew). Failure on either of these checks causes the crux to flash with fire and deals 2 points of fire damage plus 2 points for each previous failure to the character (Reflex DC 15 half); the amount of damage resets to 2 if the activation order is reset.  A Chelish Crux can be forced open with a successful DC 28 Strength check or destroyed through physical damage (hardness 10, hp 30). If a crux is forced open in either of these ways, it explodes into a 10-foot-radius burst of fire, dealing 3d6+6 points of fire damage (Reflex DC 15 half) to all creatures and objects within the burst, including any objects held within the crux. If forced open or destroyed, the crux crumbles to ashes, and any objects it contained fall to the ground at the site of the fiery burst.  When opened properly, the crux unfolds into a 2-foot-square flat sheet of metal and wood. Any objects the crux contains sit on the center of the sheet. An unfolded crux automatically folds up again as soon as a character attempts to bend any of the sheet's four corners (a move action). The crux automatically folds up around any objects that sit upon its face at this time-objects that would exceed the crux's capacity are pushed gently aside by the refolding action. Once a particular crux's combination is known, a character can open it automatically with 3 consecutive full-round actions.  A Chelish Crux can hold up to 200 pounds of objects. As an object that creates an extradimensional space, a Chelish Crux functions as a bag of holding for the purpose of determining how long a living creature within can survive, or what happens when the box is placed in another extradimensional object like a portable hole ( Pathfinder RPG Core Rulebook 501)","Craft Wondrous Item, fire trap, secret chest","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Chelish Crux</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate conjuration; <b>CL </b>9th</h5><h5><b>Slot </b>none; <b>Price </b>2,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>A <i>Chelish Crux</i> is a cunning puzzle box that, when closed, contains an interior space far larger than its exterior would suggest. A <i>Chelish Crux</i> appears to be a 6-inch-diameter wooden-and-metal dodecahedron (similar in shape to a d12). Each of the crux's 12 surfaces is carved with a different shape or rune, and when an observer looks at the item, she has the unsettling sensation that too many sides can be seen at once. Shaking or rolling the box reveals that it is hollow, as objects within rattle and shift (though no amount of shaking can damage the objects within).  In order to open a <i>Chelish Crux</i>, a person must trace the outlines of these runes and images with the tip of a finger in the proper order. Each time one is traced in the correct order, it glows with a soft red light, but whenever one is  traced out of order, the runes flash brightly; this burns the person attempting to open the crux and causes all faces to deactivate, forcing the opening process to start anew. Failure to open a crux eight times in a row causes the box to randomly establish a new activation order.  A character can attempt a DC 35 Disable Device check or a DC 25 Intelligence check to try to open the puzzle box. Each attempt takes 1 minute, and the check can be retried with a cumulative +1 bonus on the roll, to a maximum bonus of +7, after which the crux resets its order (at this point, the bonus reverts to +0 and the character must start anew). Failure on either of these checks causes the crux to flash with fire and deals 2 points of fire damage plus 2 points for each previous failure to the character (Reflex DC 15 half); the amount of damage resets to 2 if the activation order is reset.  A <i>Chelish Crux</i> can be forced open with a successful DC 28 Strength check or destroyed through physical damage (hardness 10, hp 30). If a crux is forced open in either of these ways, it explodes into a 10-foot-radius burst of fire, dealing 3d6+6 points of fire damage (Reflex DC 15 half) to all creatures and objects within the burst, including any objects held within the crux. If forced open or destroyed, the crux crumbles to ashes, and any objects it contained fall to the ground at the site of the fiery burst.  When opened properly, the crux unfolds into a 2-foot-square flat sheet of metal and wood. Any objects the crux contains sit on the center of the sheet. An unfolded crux automatically folds up again as soon as a character attempts to bend any of the sheet's four corners (a move action). The crux automatically folds up around any objects that sit upon its face at this time-objects that would exceed the crux's capacity are pushed gently aside by the refolding action. Once a particular crux's combination is known, a character can open it automatically with 3 consecutive full-round actions.  A <i>Chelish Crux</i> can hold up to 200 pounds of objects. As an object that creates an extradimensional space, a <i>Chelish Crux</i> functions as a <i>bag of holding</i> for the purpose of determining how long a living creature within can survive, or what happens when the box is placed in another extradimensional object like a <i>portable hole</i> ( <i>Pathfinder RPG Core Rulebook</i> 501)</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>fire trap</i>, <i>secret chest</i>; <b>Cost </b>1,000 gp</h5></div>",moderate,5,2000,FALSE
325,Truecolor Dye,faint divination,1,none,50 gp,,"Horticulturists harvest this magical dye from the pulp of rare plants found only in the lushest regions of Tian Xia. Bisby first encountered this dye while visiting the royal courts of the Miracle Samurai during his early adventures as a Pathfinder. He made a point of returning with several bottles, and the decision served him well over the next several decades. Truecolor dye produces vibrant colors, yet the actual color that registers varies according to the personality and temperment of the viewer-the viewer's good, neutral, or evil alignment component determines the color he sees. Good viewers see a pleasing gold, while evil viewers see a rich blood red. A neutral viewer sees the dye as its actual color, a dull orange. Centuries ago, truecolor dye was used in the miracle courts of Tian Xia as a way to trick emissaries into revealing their alignments, but its secret has long since been disseminated on the eastern continent and lost its hidden value. A DC 25 Knowledge (geography or nature) check reveals the dye's nature. A single vial of truecolor dye is enough to coat a square foot of material, or to ink 5 pages of text. Once applied, truecolor dye is permanent, although it can be washed off with universal solvent.","Craft Wondrous Item, detect good or detect evil","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Truecolor Dye</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint divination; <b>CL </b>1st</h5><h5><b>Slot </b>none; <b>Price </b>50 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Horticulturists harvest this magical dye from the pulp of rare plants found only in the lushest regions of Tian Xia. Bisby first encountered this dye while visiting the royal courts of the Miracle Samurai during his early adventures as a Pathfinder. He made a point of returning with several bottles, and the decision served him well over the next several decades. <i>Truecolor dye</i> produces vibrant colors, yet the actual color that registers varies according to the personality and temperment of the viewer-the viewer's good, neutral, or evil alignment component determines the color he sees. Good viewers see a pleasing gold, while evil viewers see a rich blood red. A neutral viewer sees the dye as its actual color, a dull orange. Centuries ago, <i>truecolor dye</i> was used in the miracle courts of Tian Xia as a way to trick emissaries into revealing their alignments, but its secret has long since been disseminated on the eastern continent and lost its hidden value. A DC 25 Knowledge (geography or nature) check reveals the dye's nature. A single vial of <i>truecolor dye</i> is enough to coat a square foot of material, or to ink 5 pages of text. Once applied, <i>truecolor dye</i> is permanent, although it can be washed off with <i>universal solvent</i>.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>detect good or detect evil</i>; <b>Cost </b>25 gp</h5></div>",,,50,FALSE
327,Bones of Founder Raccona,faint enchantment,4,none,"2,250 gp",0 to 1 lb. each (entire set weighs 8 lbs.),"The bones of Founder Raccona are small, blackened bone fragments, most no more than an inch long, and that radiate a faint, soothing warmth. Each bone grants the bearer 1 temporary hit point. These temporary hit points stack with other temporary hit points gained from possessing multiple bones of Founder Raccona, but not with those from other sources. These temporary hit points return daily at dawn. There are a total of 32 bones that bear the power of the Founder Raccona. In addition to granting temporary hit points, the bearer of one or more of these bones is always aware of the presence of other bones of Founder Raccona within 50 feet. The bones also possess a mild drive to seek out their remaining pieces. Every time a character acquires a bone of Founder Raccona, she must make a Will save (DC 10 + the number of bones of Founder Raccona in her possession). Failure causes the character to have a dream of Founder Raccona that encourages her to seek out the other bones. This dream does not force the character to act, but suggests that seeking the remaining bones would be a benevolent act. Should all 32 bones of Founder Raccona ever be gathered together, they immediately crumble to dust and release Raccona's soul to the afterlife, losing all power.","Craft Wondrous Item, aid","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Bones of Founder Raccona</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint enchantment; <b>CL </b>4th</h5><h5><b>Slot </b>none; <b>Price </b>2,250 gp; <b>Weight </b>0 to 1 lb. each (entire set weighs 8 lbs.)</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The <i>bones of Founder Raccona</i> are small, blackened bone fragments, most no more than an inch long, and that radiate a faint, soothing warmth. Each bone grants the bearer 1 temporary hit point. These temporary hit points stack with other temporary hit points gained from possessing multiple <i>bones of Founder Raccona</i>, but not with those from other sources. These temporary hit points return daily at dawn. There are a total of 32 bones that bear the power of the Founder Raccona. In addition to granting temporary hit points, the bearer of one or more of these bones is always aware of the presence of other <i>bones of Founder Raccona</i> within 50 feet. The bones also possess a mild drive to seek out their remaining pieces. Every time a character acquires a <i>bone of Founder Raccona,</i> she must make a Will save (DC 10 + the number of <i>bones of Founder Raccona</i> in her possession). Failure causes the character to have a dream of Founder Raccona that encourages her to seek out the other bones. This dream does not force the character to act, but suggests that seeking the remaining bones would be a benevolent act. Should all 32 <i>bones of Founder Raccona</i> ever be gathered together, they immediately crumble to dust and release Raccona's soul to the afterlife, losing all power.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>aid</i>; <b>Cost </b>1,125 gp</h5></div>",,,2250,FALSE
328,Clasp of the Mind Scream,moderate evocation,8,head,"12,800 gp",1 lb.,"This strange device grants the ability to mentally communicate with others, yet proves difficult to control. It generates a constant field of mental static that grants the wearer a +1 bonus on Will saves against mind-affecting effects. The wearer may generate an attack similar to the spell shout, though the sound is mental, and thus does not affect items or creatures immune to mind-affecting effects, and its damage is not affected by sonic vulnerability, resistance, or immunity. In addition, as part of the attack, the wearer may make a DC 20 Charisma check to shape a specific noise or message of five words or fewer. These sounds are purely mental and not heard by any creature outside the area of effect. The wearer may use this effect 1d3 times per day. The GM determines how many times per day the clasp of the mind scream can be used. If the wearer attempts to use the clasp beyond this number of times, he is affected by its effects and the clasp is inert for the next 24 hours.","Craft Wondrous Item, detect thoughts, shout","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Clasp of the Mind Scream</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate evocation; <b>CL </b>8th</h5><h5><b>Slot </b>head; <b>Price </b>12,800 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This strange device grants the ability to mentally communicate with others, yet proves difficult to control. It generates a constant field of mental static that grants the wearer a +1 bonus on Will saves against mind-affecting effects. The wearer may generate an attack similar to the spell <i>shout,</i> though the sound is mental, and thus does not affect items or creatures immune to mind-affecting effects, and its damage is not affected by sonic vulnerability, resistance, or immunity. In addition, as part of the attack, the wearer may make a DC 20 Charisma check to shape a specific noise or message of five words or fewer. These sounds are purely mental and not heard by any creature outside the area of effect. The wearer may use this effect 1d3 times per day. The GM determines how many times per day the <i>clasp of the mind scream</i> can be used. If the wearer attempts to use the clasp beyond this number of times, he is affected by its effects and the clasp is inert for the next 24 hours.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>detect thoughts</i>, <i>shout</i>; <b>Cost </b>6,400 gp</h5></div>",,,12800,FALSE
329,Entwined Syrinx,moderate illusion,7,none,"15,300 gp",2 lbs.,"This complex wind instrument is made of interwoven, gilded pipes. It is considered a masterwork musical instrument, granting a +2 bonus on all Perform (wind instrument) checks. The bonus is also added to the DC of any bardic performances made using the entwined syrinx. Anytime anyone attempts to play the entwined syrinx, however, he must make a DC 15 Will save or be compelled to play a dirge of somber beauty. The dirge acts like the fascinate bardic performance- even if the character is not a bard or cannot use Perform (wind instrument)-affecting every creature within 90 feet able to see and hear the character, including the musician playing the entwined syrinx. The DC to resist this effect is 12 + the character's Charisma modifier (though if it is being played by a bard, the DC increases to include 1/2 the bard's level; the +2 Perform bonus is included). This effect persists and the musician continues to play for 1 hour, or until the performance is interrupted.","Craft Wondrous Item, hypnotic pattern","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Entwined Syrinx</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate illusion; <b>CL </b>7th</h5><h5><b>Slot </b>none; <b>Price </b>15,300 gp; <b>Weight </b>2 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This complex wind instrument is made of interwoven, gilded pipes. It is considered a masterwork musical instrument, granting a +2 bonus on all Perform (wind instrument) checks. The bonus is also added to the DC of any bardic performances made using the <i>entwined syrinx</i>. Anytime anyone attempts to play the <i>entwined syrinx</i>, however, he must make a DC 15 Will save or be compelled to play a dirge of somber beauty. The dirge acts like the fascinate bardic performance- even if the character is not a bard or cannot use Perform (wind instrument)-affecting every creature within 90 feet able to see and hear the character, including the musician playing the <i>entwined syrinx</i>. The DC to resist this effect is 12 + the character's Charisma modifier (though if it is being played by a bard, the DC increases to include 1/2 the bard's level; the +2 Perform bonus is included). This effect persists and the musician continues to play for 1 hour, or until the performance is interrupted.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>hypnotic pattern</i>; <b>Cost </b>7,150 gp</h5></div>",,,15300,FALSE
330,Felhart,moderate divination,6,none,"22,375 gp",4 lbs.,"Felhart is a +2 bane longbow crafted from the fiercely carved horns of at least two venerable stags and strung with a cord laced with silver. The designated foe that its bane effect functions against varies, being determined by the creature a wielder hates the most when the bow is first picked up (as decided upon by the GM). This bane effect remains the same for a wielder, regardless of how many times he's used the bow. Thus, for one user it might be a +2 bane vs. humanoids (humans) longbow, while for another it might be a +2 bane vs. dragons longbow. A wielder can do nothing to change the bow's bane effect. In addition, once per week, felhart's wielder can summon a reliable steed as per the spell mount. This creature takes the form of a lean, swift white elk that, despite its almost ghostly appearance, possesses the same statistics as a horse. This creature allows felhart's wielder to ride it, and serves loyally for up to 5 hours, vanishing at the end of this time. The mount will not allow any creature beside felhart's wielder to ride it unless the weapon's bearer succeeds at a DC 16 Handle Animal check. Even if this check succeeds, the mount only allows another rider to ride along with the weapon bearer. The elk never allows a strange rider to ride it alone.","Craft Magic Arms and Armor, true strike","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Felhart</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate divination; <b>CL </b>6th</h5><h5><b>Slot </b>none; <b>Price </b>22,375 gp; <b>Weight </b>4 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p><i>Felhart</i> is a <i>+2 bane longbow</i> crafted from the fiercely carved horns of at least two venerable stags and strung with a cord laced with silver. The designated foe that its bane effect functions against varies, being determined by the creature a wielder hates the most when the bow is first picked up (as decided upon by the GM). This bane effect remains the same for a wielder, regardless of how many times he's used the bow. Thus, for one user it might be a <i>+2 bane vs. humanoids (humans) longbow,</i> while for another it might be a <i>+2 bane vs. dragons longbow.</i> A wielder can do nothing to change the bow's bane effect. In addition, once per week, felhart's wielder can summon a reliable steed as per the spell <i>mount.</i> This creature takes the form of a lean, swift white elk that, despite its almost ghostly appearance, possesses the same statistics as a horse. This creature allows felhart's wielder to ride it, and serves loyally for up to 5 hours, vanishing at the end of this time. The mount will not allow any creature beside felhart's wielder to ride it unless the weapon's bearer succeeds at a DC 16 Handle Animal check. Even if this check succeeds, the mount only allows another rider to ride along with the weapon bearer. The elk never allows a strange rider to ride it alone.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>true strike</i>; <b>Cost </b>11,187 gp</h5></div>",,,22375,FALSE
331,Golden Dragon Kite,faint evocation,3,none,"3,600 gp",2 lbs.,"This painted silk kite depicts a shining golden dragon. In an area with 40 feet or more of vertical space and in conditions of light to moderate wind, a golden dragon kite can be unfolded and raised into the air as a full-round action. The user can direct the kite to move up to 100 feet from him in a single turn (but no farther). Three times per day, the kite can cast burning hands. The spell originates from the kite but acts as normal in all other ways. This spell can only be reproduced while the kite is flying, a process that takes 1 minute to achieve. Rumors say that in Minkai, versions of these kites exist that deliver other spells at great range.","Craft Wondrous Item, burning hands","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Golden Dragon Kite</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint evocation; <b>CL </b>3rd</h5><h5><b>Slot </b>none; <b>Price </b>3,600 gp; <b>Weight </b>2 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This painted silk kite depicts a shining golden dragon. In an area with 40 feet or more of vertical space and in conditions of light to moderate wind, a <i>golden dragon kite</i> can be unfolded and raised into the air as a full-round action. The user can direct the kite to move up to 100 feet from him in a single turn (but no farther). Three times per day, the kite can cast <i><i>burning hands</i>.</i> The spell originates from the kite but acts as normal in all other ways. This spell can only be reproduced while the kite is flying, a process that takes 1 minute to achieve. Rumors say that in Minkai, versions of these kites exist that deliver other spells at great range.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>burning hands</i>; <b>Cost </b>1,800 gp</h5></div>",,,3600,FALSE
337,Talisman of the Orc Mother's Fury,faint conjuration,4,neck,"12,000 gp",2 lbs.,"This small statuette-carved from the tusk of a dire boar, chunks of twisted metal, or some manner of dark stone-is a simplistic depiction of a pregnant deity, fiend, or orc. Dark stains mark the face of the crude icon, typically smears of a fallen orc's blood. A simple strand of leather affixes the amulet around the neck. The figurine allows the wearer to act normally for a single round after being reduced to less than 0 hit points, as though he had the orc ferocity half-orc racial ability. A wearer with orc blood is instead treated as though he had the Diehard feat. If the wearer is of orc blood and already has the Diehard feat, he may act normally for an additional round after being reduced to below 0 hit points. Whenever the wearer of the talisman is reduced to less than 0 hit points, the amulet weeps tears of blood. Should the wearer be slain, the talisman screams and shatters.","creator must be female and possess orc blood, Craft Wondrous Item, cure moderate wounds","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Talisman of the Orc Mother's Fury</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint conjuration; <b>CL </b>4th</h5><h5><b>Slot </b>neck; <b>Price </b>12,000 gp; <b>Weight </b>2 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This small statuette-carved from the tusk of a dire boar, chunks of twisted metal, or some manner of dark stone-is a simplistic depiction of a pregnant deity, fiend, or orc. Dark stains mark the face of the crude icon, typically smears of a fallen orc's blood. A simple strand of leather affixes the amulet around the neck. The figurine allows the wearer to act normally for a single round after being reduced to less than 0 hit points, as though he had the orc ferocity half-orc racial ability. A wearer with orc blood is instead treated as though he had the Diehard feat. If the wearer is of orc blood and already has the Diehard feat, he may act normally for an additional round after being reduced to below 0 hit points. Whenever the wearer of the talisman is reduced to less than 0 hit points, the amulet weeps tears of blood. Should the wearer be slain, the talisman screams and shatters.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>creator must be female and possess orc blood, Craft Wondrous Item, <i>cure moderate wounds</i>; <b>Cost </b>6,000 gp</h5></div>",,,12000,FALSE
332,Hand of Abendego,moderate evocation,9,neck,"20,258 gp",2 lbs.,"This nearly perfect pearl replica of a hand is attached to a gold chain and can be worn as an amulet. Once per day, the wearer can animate the hand as an immediate action. The hand attempts to grapple an adjacent foe of Medium size or smaller, using the wearer's CMB. If it succeeds, the hand deals 1d4 non-lethal damage every round it maintains a grapple. If the grapple attempt fails or the victim escapes the grapple, the hand ceases its activity. If any creature within reach of the amulet (including the wearer) attempts to steal anything, the hand activates and attempts to choke the creature. If the amulet is not currently worn, it uses the victim's own CMB and Strength to determine the attack bonus and damage.","Craft Wondrous Item, interposing hand","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Hand of Abendego</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate evocation; <b>CL </b>9th</h5><h5><b>Slot </b>neck; <b>Price </b>20,258 gp; <b>Weight </b>2 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This nearly perfect pearl replica of a hand is attached to a gold chain and can be worn as an amulet. Once per day, the wearer can animate the hand as an immediate action. The hand attempts to grapple an adjacent foe of Medium size or smaller, using the wearer's CMB. If it succeeds, the hand deals 1d4 non-lethal damage every round it maintains a grapple. If the grapple attempt fails or the victim escapes the grapple, the hand ceases its activity. If any creature within reach of the amulet (including the wearer) attempts to steal anything, the hand activates and attempts to choke the creature. If the amulet is not currently worn, it uses the victim's own CMB and Strength to determine the attack bonus and damage.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>interposing hand</i>; <b>Cost </b>10,129 gp</h5></div>",,,20258,FALSE
333,Dream Journal of the Pallid Seer,no aura (or faint divination),3,none,600 gp,2 lbs.,"This battered, leather-bound book looks like an aged and heavily worn notebook. Anyone reading the journal for an hour or more has strange dreams the following night, the details of which he cannot remember. The following day the character is fatigued. Reading the journal for a total of 24 hours or more causes the reader to have a prophetic dream wherein he sees his own death-though, as before, he cannot remember the details. If a character who has had this vision comes near death at any point afterward, at the moment he is about to die he may reroll any failed saving throw made within the last round or force an opponent to reroll a killing attack. The character must accept the result of the second roll, regardless of its outcome. Once a character has had the opportunity to avert death, regardless of its success or failure, the journal provides no more benefit and never aids the character again. The Dream Journal of the Pallid Seer is affected by a permanent magic aura that makes it appear to be nonmagical.","Craft Wondrous Item, guidance, magic aura","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dream Journal of the Pallid Seer</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>no aura (or faint divination); <b>CL </b>3rd</h5><h5><b>Slot </b>none; <b>Price </b>600 gp; <b>Weight </b>2 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This battered, leather-bound book looks like an aged and heavily worn notebook. Anyone reading the journal for an hour or more has strange dreams the following night, the details of which he cannot remember. The following day the character is fatigued. Reading the journal for a total of 24 hours or more causes the reader to have a prophetic dream wherein he sees his own death-though, as before, he cannot remember the details. If a character who has had this vision comes near death at any point afterward, at the moment he is about to die he may reroll any failed saving throw made within the last round or force an opponent to reroll a killing attack. The character must accept the result of the second roll, regardless of its outcome. Once a character has had the opportunity to avert death, regardless of its success or failure, the journal provides no more benefit and never aids the character again. The <i>Dream Journal of the Pallid Seer</i> is affected by a permanent <i>magic aura</i> that makes it appear to be nonmagical.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>guidance</i>, <i>magic aura</i>; <b>Cost </b>300 gp</h5></div>",,,600,FALSE
